recipe,pair,rank
GW (intra-modal geometry),text-free,176
GW (intra-modal geometry),text-free,363
GW (intra-modal geometry),text-free,57
GW (intra-modal geometry),text-free,39
GW (intra-modal geometry),text-free,170
GW (intra-modal geometry),text-free,337
GW (intra-modal geometry),text-free,30
GW (intra-modal geometry),text-free,261
GW (intra-modal geometry),text-free,283
GW (intra-modal geometry),text-free,161
GW (intra-modal geometry),text-free,145
GW (intra-modal geometry),text-free,99
GW (intra-modal geometry),text-free,87
GW (intra-modal geometry),text-free,1
GW (intra-modal geometry),text-free,249
GW (intra-modal geometry),text-free,317
GW (intra-modal geometry),text-free,211
GW (intra-modal geometry),text-free,193
GW (intra-modal geometry),text-free,266
GW (intra-modal geometry),text-free,301
GW (intra-modal geometry),text-free,168
GW (intra-modal geometry),text-free,72
GW (intra-modal geometry),text-free,320
GW (intra-modal geometry),text-free,287
GW (intra-modal geometry),text-free,290
GW (intra-modal geometry),text-free,142
GW (intra-modal geometry),text-free,61
GW (intra-modal geometry),text-free,334
GW (intra-modal geometry),text-free,136
GW (intra-modal geometry),text-free,135
GW (intra-modal geometry),text-free,26
GW (intra-modal geometry),text-free,153
GW (intra-modal geometry),text-free,297
GW (intra-modal geometry),text-free,395
GW (intra-modal geometry),text-free,248
GW (intra-modal geometry),text-free,66
GW (intra-modal geometry),text-free,326
GW (intra-modal geometry),text-free,104
GW (intra-modal geometry),text-free,69
GW (intra-modal geometry),text-free,361
GW (intra-modal geometry),text-free,1
GW (intra-modal geometry),text-free,42
GW (intra-modal geometry),text-free,118
GW (intra-modal geometry),text-free,211
GW (intra-modal geometry),text-free,234
GW (intra-modal geometry),text-free,314
GW (intra-modal geometry),text-free,144
GW (intra-modal geometry),text-free,50
GW (intra-modal geometry),text-free,130
GW (intra-modal geometry),text-free,118
GW (intra-modal geometry),text-free,23
GW (intra-modal geometry),text-free,116
GW (intra-modal geometry),text-free,374
GW (intra-modal geometry),text-free,2
GW (intra-modal geometry),text-free,22
GW (intra-modal geometry),text-free,1
GW (intra-modal geometry),text-free,65
GW (intra-modal geometry),text-free,55
GW (intra-modal geometry),text-free,222
GW (intra-modal geometry),text-free,2
GW (intra-modal geometry),text-free,246
GW (intra-modal geometry),text-free,39
GW (intra-modal geometry),text-free,296
GW (intra-modal geometry),text-free,322
GW (intra-modal geometry),text-free,72
GW (intra-modal geometry),text-free,67
GW (intra-modal geometry),text-free,26
GW (intra-modal geometry),text-free,61
GW (intra-modal geometry),text-free,10
GW (intra-modal geometry),text-free,49
GW (intra-modal geometry),text-free,47
GW (intra-modal geometry),text-free,42
GW (intra-modal geometry),text-free,355
GW (intra-modal geometry),text-free,4
GW (intra-modal geometry),text-free,159
GW (intra-modal geometry),text-free,362
GW (intra-modal geometry),text-free,7
GW (intra-modal geometry),text-free,36
GW (intra-modal geometry),text-free,133
GW (intra-modal geometry),text-free,386
GW (intra-modal geometry),text-free,63
GW (intra-modal geometry),text-free,304
GW (intra-modal geometry),text-free,329
GW (intra-modal geometry),text-free,203
GW (intra-modal geometry),text-free,79
GW (intra-modal geometry),text-free,348
GW (intra-modal geometry),text-free,226
GW (intra-modal geometry),text-free,228
GW (intra-modal geometry),text-free,195
GW (intra-modal geometry),text-free,394
GW (intra-modal geometry),text-free,186
GW (intra-modal geometry),text-free,60
GW (intra-modal geometry),text-free,42
GW (intra-modal geometry),text-free,213
GW (intra-modal geometry),text-free,111
GW (intra-modal geometry),text-free,177
GW (intra-modal geometry),text-free,74
GW (intra-modal geometry),text-free,19
GW (intra-modal geometry),text-free,98
GW (intra-modal geometry),text-free,247
GW (intra-modal geometry),text-free,45
GW (intra-modal geometry),text-free,330
GW (intra-modal geometry),text-free,31
GW (intra-modal geometry),text-free,133
GW (intra-modal geometry),text-free,23
GW (intra-modal geometry),text-free,207
GW (intra-modal geometry),text-free,247
GW (intra-modal geometry),text-free,58
GW (intra-modal geometry),text-free,329
GW (intra-modal geometry),text-free,149
GW (intra-modal geometry),text-free,141
GW (intra-modal geometry),text-free,324
GW (intra-modal geometry),text-free,93
GW (intra-modal geometry),text-free,340
GW (intra-modal geometry),text-free,95
GW (intra-modal geometry),text-free,4
GW (intra-modal geometry),text-free,29
GW (intra-modal geometry),text-free,285
GW (intra-modal geometry),text-free,70
GW (intra-modal geometry),text-free,394
GW (intra-modal geometry),text-free,99
GW (intra-modal geometry),text-free,10
GW (intra-modal geometry),text-free,26
GW (intra-modal geometry),text-free,172
GW (intra-modal geometry),text-free,114
GW (intra-modal geometry),text-free,154
GW (intra-modal geometry),text-free,37
GW (intra-modal geometry),text-free,16
GW (intra-modal geometry),text-free,130
GW (intra-modal geometry),text-free,222
GW (intra-modal geometry),text-free,39
GW (intra-modal geometry),text-free,20
GW (intra-modal geometry),text-free,300
GW (intra-modal geometry),text-free,237
GW (intra-modal geometry),text-free,158
GW (intra-modal geometry),text-free,83
GW (intra-modal geometry),text-free,44
Raw caption cosine,text-free,151
Raw caption cosine,text-free,1
Raw caption cosine,text-free,12
Raw caption cosine,text-free,125
Raw caption cosine,text-free,172
Raw caption cosine,text-free,47
Raw caption cosine,text-free,4
Raw caption cosine,text-free,158
Raw caption cosine,text-free,82
Raw caption cosine,text-free,2
Raw caption cosine,text-free,15
Raw caption cosine,text-free,1
Raw caption cosine,text-free,207
Raw caption cosine,text-free,1
Raw caption cosine,text-free,102
Raw caption cosine,text-free,8
Raw caption cosine,text-free,98
Raw caption cosine,text-free,80
Raw caption cosine,text-free,6
Raw caption cosine,text-free,16
Raw caption cosine,text-free,143
Raw caption cosine,text-free,78
Raw caption cosine,text-free,33
Raw caption cosine,text-free,2
Raw caption cosine,text-free,141
Raw caption cosine,text-free,146
Raw caption cosine,text-free,3
Raw caption cosine,text-free,49
Raw caption cosine,text-free,16
Raw caption cosine,text-free,271
Raw caption cosine,text-free,5
Raw caption cosine,text-free,1
Raw caption cosine,text-free,29
Raw caption cosine,text-free,10
Raw caption cosine,text-free,118
Raw caption cosine,text-free,3
Raw caption cosine,text-free,17
Raw caption cosine,text-free,1
Raw caption cosine,text-free,19
Raw caption cosine,text-free,11
Raw caption cosine,text-free,24
Raw caption cosine,text-free,297
Raw caption cosine,text-free,12
Raw caption cosine,text-free,3
Raw caption cosine,text-free,123
Raw caption cosine,text-free,1
Raw caption cosine,text-free,167
Raw caption cosine,text-free,25
Raw caption cosine,text-free,108
Raw caption cosine,text-free,1
Raw caption cosine,text-free,24
Raw caption cosine,text-free,120
Raw caption cosine,text-free,19
Raw caption cosine,text-free,216
Raw caption cosine,text-free,6
Raw caption cosine,text-free,45
Raw caption cosine,text-free,311
Raw caption cosine,text-free,140
Raw caption cosine,text-free,324
Raw caption cosine,text-free,74
Raw caption cosine,text-free,80
Raw caption cosine,text-free,173
Raw caption cosine,text-free,188
Raw caption cosine,text-free,162
Raw caption cosine,text-free,16
Raw caption cosine,text-free,258
Raw caption cosine,text-free,25
Raw caption cosine,text-free,99
Raw caption cosine,text-free,141
Raw caption cosine,text-free,81
Raw caption cosine,text-free,20
Raw caption cosine,text-free,39
Raw caption cosine,text-free,42
Raw caption cosine,text-free,213
Raw caption cosine,text-free,82
Raw caption cosine,text-free,1
Raw caption cosine,text-free,3
Raw caption cosine,text-free,348
Raw caption cosine,text-free,3
Raw caption cosine,text-free,298
Raw caption cosine,text-free,300
Raw caption cosine,text-free,25
Raw caption cosine,text-free,201
Raw caption cosine,text-free,95
Raw caption cosine,text-free,219
Raw caption cosine,text-free,24
Raw caption cosine,text-free,48
Raw caption cosine,text-free,325
Raw caption cosine,text-free,2
Raw caption cosine,text-free,166
Raw caption cosine,text-free,76
Raw caption cosine,text-free,19
Raw caption cosine,text-free,316
Raw caption cosine,text-free,137
Raw caption cosine,text-free,24
Raw caption cosine,text-free,21
Raw caption cosine,text-free,154
Raw caption cosine,text-free,113
Raw caption cosine,text-free,112
Raw caption cosine,text-free,297
Raw caption cosine,text-free,370
Raw caption cosine,text-free,180
Raw caption cosine,text-free,28
Raw caption cosine,text-free,214
Raw caption cosine,text-free,151
Raw caption cosine,text-free,55
Raw caption cosine,text-free,64
Raw caption cosine,text-free,13
Raw caption cosine,text-free,187
Raw caption cosine,text-free,150
Raw caption cosine,text-free,225
Raw caption cosine,text-free,313
Raw caption cosine,text-free,170
Raw caption cosine,text-free,9
Raw caption cosine,text-free,7
Raw caption cosine,text-free,127
Raw caption cosine,text-free,4
Raw caption cosine,text-free,159
Raw caption cosine,text-free,38
Raw caption cosine,text-free,392
Raw caption cosine,text-free,6
Raw caption cosine,text-free,39
Raw caption cosine,text-free,3
Raw caption cosine,text-free,9
Raw caption cosine,text-free,72
Raw caption cosine,text-free,35
Raw caption cosine,text-free,4
Raw caption cosine,text-free,156
Raw caption cosine,text-free,25
Raw caption cosine,text-free,84
Raw caption cosine,text-free,46
Raw caption cosine,text-free,8
Raw caption cosine,text-free,82
Raw caption cosine,text-free,157
Raw caption cosine,text-free,5
Raw caption cosine,text-free,168
Raw caption cosine,text-free,2
Raw caption cosine,text-free,280
Raw caption cosine,text-free,140
Raw caption cosine,text-free,4
Raw caption cosine,text-free,1
Raw caption cosine,text-free,138
Raw caption cosine,text-free,74
Raw caption cosine,text-free,53
Raw caption cosine,text-free,85
Raw caption cosine,text-free,2
Raw caption cosine,text-free,9
Raw caption cosine,text-free,277
Raw caption cosine,text-free,7
Raw caption cosine,text-free,3
Raw caption cosine,text-free,204
Raw caption cosine,text-free,320
Raw caption cosine,text-free,25
Raw caption cosine,text-free,13
Raw caption cosine,text-free,36
Raw caption cosine,text-free,1
Raw caption cosine,text-free,26
Raw caption cosine,text-free,5
Raw caption cosine,text-free,22
Raw caption cosine,text-free,7
Raw caption cosine,text-free,6
Raw caption cosine,text-free,64
Raw caption cosine,text-free,16
Raw caption cosine,text-free,7
Raw caption cosine,text-free,28
Raw caption cosine,text-free,234
Raw caption cosine,text-free,114
Raw caption cosine,text-free,162
Raw caption cosine,text-free,105
Raw caption cosine,text-free,2
Raw caption cosine,text-free,24
Raw caption cosine,text-free,100
Raw caption cosine,text-free,13
Raw caption cosine,text-free,154
Raw caption cosine,text-free,271
Raw caption cosine,text-free,79
Raw caption cosine,text-free,156
Raw caption cosine,text-free,177
Raw caption cosine,text-free,235
Raw caption cosine,text-free,42
Raw caption cosine,text-free,340
Raw caption cosine,text-free,106
Raw caption cosine,text-free,2
Raw caption cosine,text-free,39
Raw caption cosine,text-free,63
Raw caption cosine,text-free,33
Raw caption cosine,text-free,261
Raw caption cosine,text-free,24
Raw caption cosine,text-free,28
Raw caption cosine,text-free,18
Raw caption cosine,text-free,101
Raw caption cosine,text-free,10
Raw caption cosine,text-free,158
Raw caption cosine,text-free,168
Raw caption cosine,text-free,1
Raw caption cosine,text-free,338
Raw caption cosine,text-free,51
Raw caption cosine,text-free,58
Raw caption cosine,text-free,7
Raw caption cosine,text-free,11
Raw caption cosine,text-free,267
Raw caption cosine,text-free,28
Raw caption cosine,text-free,101
Raw caption cosine,text-free,90
Raw caption cosine,text-free,232
Raw caption cosine,text-free,123
Raw caption cosine,text-free,35
Raw caption cosine,text-free,253
Raw caption cosine,text-free,1
Raw caption cosine,text-free,304
Raw caption cosine,text-free,2
Raw caption cosine,text-free,14
Raw caption cosine,text-free,69
Raw caption cosine,text-free,129
Raw caption cosine,text-free,2
Raw caption cosine,text-free,2
Raw caption cosine,text-free,106
Raw caption cosine,text-free,84
Raw caption cosine,text-free,103
Raw caption cosine,text-free,64
Raw caption cosine,text-free,61
Raw caption cosine,text-free,76
Raw caption cosine,text-free,343
Raw caption cosine,text-free,3
Raw caption cosine,text-free,58
Raw caption cosine,text-free,18
Raw caption cosine,text-free,9
Raw caption cosine,text-free,4
Raw caption cosine,text-free,378
Raw caption cosine,text-free,360
Raw caption cosine,text-free,2
Raw caption cosine,text-free,236
Raw caption cosine,text-free,11
Raw caption cosine,text-free,9
Raw caption cosine,text-free,4
Raw caption cosine,text-free,20
Raw caption cosine,text-free,148
Raw caption cosine,text-free,45
Raw caption cosine,text-free,94
Raw caption cosine,text-free,307
Raw caption cosine,text-free,87
Raw caption cosine,text-free,28
Raw caption cosine,text-free,1
Raw caption cosine,text-free,86
Raw caption cosine,text-free,13
Raw caption cosine,text-free,154
Raw caption cosine,text-free,270
Raw caption cosine,text-free,2
Raw caption cosine,text-free,24
Raw caption cosine,text-free,66
Raw caption cosine,text-free,158
Raw caption cosine,text-free,24
Raw caption cosine,text-free,171
Raw caption cosine,text-free,3
Raw caption cosine,text-free,8
Raw caption cosine,text-free,20
Raw caption cosine,text-free,23
Raw caption cosine,text-free,173
Raw caption cosine,text-free,21
Raw caption cosine,text-free,20
Raw caption cosine,text-free,97
Raw caption cosine,text-free,70
Raw caption cosine,text-free,1
Raw caption cosine,text-free,89
Raw caption cosine,text-free,2
Raw caption cosine,text-free,1
Raw caption cosine,text-free,6
Raw caption cosine,text-free,3
Raw caption cosine,text-free,259
Raw caption cosine,text-free,187
Raw caption cosine,text-free,2
Raw caption cosine,text-free,301
Raw caption cosine,text-free,114
Raw caption cosine,text-free,1
Raw caption cosine,text-free,204
Raw caption cosine,text-free,56
Raw caption cosine,text-free,332
Raw caption cosine,text-free,126
Raw caption cosine,text-free,61
Raw caption cosine,text-free,385
Raw caption cosine,text-free,210
Raw caption cosine,text-free,77
Raw caption cosine,text-free,11
Raw caption cosine,text-free,101
Raw caption cosine,text-free,15
Raw caption cosine,text-free,208
Raw caption cosine,text-free,1
Raw caption cosine,text-free,7
Raw caption cosine,text-free,5
Raw caption cosine,text-free,222
Raw caption cosine,text-free,15
Raw caption cosine,text-free,131
Raw caption cosine,text-free,1
Raw caption cosine,text-free,59
Raw caption cosine,text-free,2
Raw caption cosine,text-free,128
Raw caption cosine,text-free,80
Raw caption cosine,text-free,31
Raw caption cosine,text-free,2
Raw caption cosine,text-free,8
Raw caption cosine,text-free,1
Raw caption cosine,text-free,36
Raw caption cosine,text-free,108
Raw caption cosine,text-free,65
Raw caption cosine,text-free,248
Raw caption cosine,text-free,42
Raw caption cosine,text-free,5
Raw caption cosine,text-free,275
Raw caption cosine,text-free,13
Raw caption cosine,text-free,307
Raw caption cosine,text-free,36
Raw caption cosine,text-free,8
Raw caption cosine,text-free,37
Raw caption cosine,text-free,143
Raw caption cosine,text-free,87
Raw caption cosine,text-free,218
Raw caption cosine,text-free,297
Raw caption cosine,text-free,310
Raw caption cosine,text-free,6
Raw caption cosine,text-free,60
Raw caption cosine,text-free,193
Raw caption cosine,text-free,152
Raw caption cosine,text-free,24
Raw caption cosine,text-free,64
Raw caption cosine,text-free,8
Raw caption cosine,text-free,24
Raw caption cosine,text-free,6
Raw caption cosine,text-free,147
Raw caption cosine,text-free,130
Raw caption cosine,text-free,51
Raw caption cosine,text-free,104
Raw caption cosine,text-free,32
Raw caption cosine,text-free,312
Raw caption cosine,text-free,145
Raw caption cosine,text-free,16
Raw caption cosine,text-free,149
Raw caption cosine,text-free,67
Raw caption cosine,text-free,68
Raw caption cosine,text-free,51
Raw caption cosine,text-free,208
Raw caption cosine,text-free,44
Raw caption cosine,text-free,4
Raw caption cosine,text-free,97
Raw caption cosine,text-free,95
Raw caption cosine,text-free,1
Raw caption cosine,text-free,135
Raw caption cosine,text-free,226
Raw caption cosine,text-free,11
Raw caption cosine,text-free,125
Raw caption cosine,text-free,59
Raw caption cosine,text-free,35
Raw caption cosine,text-free,1
Raw caption cosine,text-free,133
Raw caption cosine,text-free,116
Raw caption cosine,text-free,12
Raw caption cosine,text-free,23
Raw caption cosine,text-free,39
Raw caption cosine,text-free,142
Raw caption cosine,text-free,60
Raw caption cosine,text-free,34
Raw caption cosine,text-free,1
Raw caption cosine,text-free,391
Raw caption cosine,text-free,301
Raw caption cosine,text-free,86
Raw caption cosine,text-free,13
Raw caption cosine,text-free,71
Raw caption cosine,text-free,1
Raw caption cosine,text-free,5
Raw caption cosine,text-free,198
Raw caption cosine,text-free,54
Raw caption cosine,text-free,330
Raw caption cosine,text-free,147
Raw caption cosine,text-free,221
Raw caption cosine,text-free,325
Raw caption cosine,text-free,1
Raw caption cosine,text-free,46
Raw caption cosine,text-free,89
Raw caption cosine,text-free,253
Raw caption cosine,text-free,232
Raw caption cosine,text-free,101
Raw caption cosine,text-free,116
Raw caption cosine,text-free,5
Raw caption cosine,text-free,129
Raw caption cosine,text-free,28
Raw caption cosine,text-free,260
Raw caption cosine,text-free,12
Raw caption cosine,text-free,4
Raw caption cosine,text-free,38
Raw caption cosine,text-free,15
Raw caption cosine,text-free,114
Raw caption cosine,text-free,99
Raw caption cosine,text-free,223
Raw caption cosine,text-free,122
Raw caption cosine,text-free,4
Raw caption cosine,text-free,1
Raw caption cosine,text-free,22
Raw caption cosine,text-free,132
Raw caption cosine,text-free,71
Raw caption cosine,text-free,169
Raw caption cosine,text-free,344
